date,price,momentum_short_raw_rsi,momentum_short_position,momentum_short_velocity,momentum_short_acceleration,momentum_long_raw_rsi,momentum_long_position,momentum_long_velocity,momentum_long_acceleration,momentum_contrast_raw_short_minus_long,momentum_contrast_position_short_minus_long,momentum_contrast_velocity_short_minus_long,momentum_contrast_acceleration_short_minus_long
2016-10-28,0.047619047619047616,-0.15873015873015872,-0.32905982905982906,-0.3956043956043956,-0.5073260073260073,0.22039072039072038,0.21428571428571427,0.16971916971916973,-0.0115995115995116,-0.3852258852258852,-0.40048840048840045,-0.5335775335775336,-0.4975579975579975
2016-10-31,0.06837606837606838,-0.32112332112332115,-0.2673992673992674,-0.37973137973137966,-0.3852258852258852,0.08852258852258853,0.2118437118437118,0.14285714285714285,0.10378510378510379,-0.3803418803418803,-0.37606837606837606,-0.5433455433455433,-0.3663003663003663
2016-11-01,0.16056166056166057,-0.2863247863247863,-0.2698412698412698,-0.3363858363858364,-0.27838827838827834,0.022588522588522588,0.04395604395604395,0.08180708180708181,0.11355311355311355,-0.32844932844932845,-0.3388278388278388,-0.416971916971917,-0.2039072039072039
2016-11-02,0.1984126984126984,-0.07387057387057387,-0.10073260073260072,-0.3003663003663003,-0.019536019536019536,0.15995115995115994,0.07387057387057387,0.09096459096459096,0.10927960927960927,-0.28266178266178266,-0.16544566544566544,-0.36568986568986567,0.004884004884004884
2016-11-03,0.12637362637362637,-0.2588522588522589,-0.1978021978021978,-0.3321123321123321,-0.10866910866910866,0.13797313797313798,0.12026862026862026,0.17643467643467645,0.04822954822954823,-0.3956043956043956,-0.336996336996337,-0.3992673992673993,-0.021367521367521368
2016-11-04,0.199023199023199,-0.13736263736263737,-0.17765567765567764,-0.28205128205128205,-0.03479853479853479,0.3156288156288157,0.006105006105006104,0.14713064713064714,-0.07081807081807082,-0.36568986568986567,-0.19719169719169719,-0.358974358974359,0.12332112332112331
2016-11-07,0.13736263736263737,-0.11904761904761904,-0.14957264957264954,-0.2551892551892551,0.1916971916971917,0.2271062271062271,0.08547008547008547,0.1221001221001221,-0.06532356532356533,-0.3956043956043956,-0.14468864468864467,-0.29242979242979245,0.3498168498168498
2016-11-08,0.11538461538461539,-0.28327228327228327,-0.10805860805860806,-0.11355311355311355,0.16544566544566544,-0.14774114774114774,-0.10500610500610501,0.15018315018315015,-0.15934065934065933,-0.27594627594627597,-0.08180708180708181,-0.1623931623931624,0.31807081807081805
2016-11-09,0.21428571428571427,0.07631257631257632,0.40598290598290593,-0.0293040293040293,0.3778998778998779,0.10195360195360195,0.17704517704517705,0.0879120879120879,-0.09035409035409035,0.06166056166056166,0.39072039072039066,-0.028083028083028084,0.5488400488400489
2016-11-10,0.2704517704517705,0.26373626373626374,0.4157509157509158,0.19352869352869354,0.4377289377289378,0.15873015873015872,0.14407814407814404,0.12454212454212454,0.010378510378510378,0.34676434676434675,0.48412698412698413,0.32905982905982906,0.5335775335775336
2016-11-11,0.1855921855921856,0.20024420024420023,0.29609279609279604,0.2796092796092796,0.2448107448107448,0.05006105006105006,0.14652014652014653,0.10317460317460315,0.18376068376068375,0.34249084249084244,0.27106227106227104,0.3516483516483516,0.24725274725274726
