representation,horizon,feature,ic_mean,ic_std,icir,n_days,n_eff,t_stat,p_value
base,5,volume__obv_zvel26_52,-0.011070274520900026,0.12023271417663287,-0.09207373048766727,2551,510.2,-2.0797252596884364,0.03805042705210412
base,5,volume__price_zvel26_52,-0.013030929292063762,0.1451468916138272,-0.08977752914429199,2551,510.2,-2.0278595656424265,0.043094749894686236
base,5,trend__plus_di,-0.01215468662898066,0.13766923732972072,-0.08828905327535105,2551,510.2,-1.9942384573558694,0.04665876415443979
base,5,trend__velocity_12/26,-0.013836373504428958,0.16787906953249193,-0.08241869306853059,2551,510.2,-1.8616410667545444,0.06322963130930027
base,5,trend__rel_52,-0.013808330641888546,0.17090613329560062,-0.08079482213786644,2551,510.2,-1.8249617079940306,0.06859252223808826
base,5,trend__acceleration_26/52,-0.012713964518781519,0.16528947582698275,-0.0769193831317482,2551,510.2,-1.7374248139123303,0.0829168470101931
base,5,trend__minus_di,0.011437768445318375,0.14905019936131966,0.07673769303448925,2551,510.2,1.7333208693593798,0.08364400976981277
base,5,momentum__willr_long_raw,-0.01111004729978927,0.15477554366531474,-0.07178167194045551,2551,510.2,-1.6213762115050825,0.10555598867532455
base,5,momentum__cmf_long_velocity,-0.008445085707681158,0.11773290390032974,-0.07173088769500321,2551,510.2,-1.6202291169157577,0.10580215524572019
base,5,momentum__rsi_long_raw,-0.010984802556401763,0.15737993121826743,-0.0697979880367792,2551,510.2,-1.5765695386369123,0.11551563956969683
base,5,momentum__cci_short_raw,-0.010164345468545699,0.14945071333906015,-0.06801135465633916,2551,510.2,-1.5362137655904258,0.12510706883802436
base,5,momentum__cci_long_raw,-0.010422319481473092,0.15341139429343575,-0.06793706249444502,2551,510.2,-1.5345356834179127,0.1255189963936958
base,5,momentum__mfi_long_raw,-0.009078510318838037,0.13539737551792055,-0.06705085888194671,2551,510.2,-1.5145184643003842,0.13051485012831074
base,5,momentum__willr_short_raw,-0.009912134951589201,0.14888556264736463,-0.06657552804542967,2551,510.2,-1.5037818780647945,0.13325749198206402
base,5,candle__range_log,-0.011455148081399386,0.17721531036298993,-0.06463972022471319,2551,510.2,-1.4600566113538325,0.14489119208861412
base,5,momentum__cmf_short_raw,-0.00797194395713123,0.12668579914473205,-0.06292689481339335,2551,510.2,-1.421367983723661,0.1558219439974121
base,5,volatility__vol_rs7,-0.012196332557658198,0.1991775766102362,-0.061233461944989846,2551,510.2,-1.3831173872359133,0.1672350219861919
base,5,momentum__cmf_long_raw,-0.007703469350166977,0.12830217138828384,-0.06004161322300453,2551,510.2,-1.3561963764360712,0.17563774804490268
base,5,momentum__mfi_short_raw,-0.008108836000065485,0.13514267213869668,-0.06000203985713263,2551,510.2,-1.3553025087913173,0.17592206802002933
base,5,volatility__vol_rs20,-0.012468381054441835,0.20797782949283644,-0.05995052975043811,2551,510.2,-1.3541390187333557,0.17629266450807718
base,5,volatility__vol_rs100,-0.01260739027447911,0.2119488800074465,-0.059483165346456035,2551,510.2,-1.3435823751468232,0.17968189301128457
base,5,momentum__willr_long_velocity,-0.008568006270095893,0.14525516090124055,-0.0589858991373209,2551,510.2,-1.332350321330275,0.1833410452246858
base,5,candle__body_log,-0.008757586783669658,0.14968976046234514,-0.05850491547731919,2551,510.2,-1.3214860513381197,0.18693278805926214
base,5,volatility__vol_park20,-0.012172581470709855,0.21089381125610152,-0.05771900748632178,2551,510.2,-1.303734270325106,0.1929132963507997
