i,j,c0,c_best,best_lag,gain
2,24,0.36942011086672494,0.36942011086672494,0,0.0
2,25,0.4037517660386664,0.4037517660386664,0,0.0
2,26,0.23964636336994738,0.23964636336994738,0,0.0
2,27,0.39856001413059344,0.39856001413059344,0,0.0
2,28,0.2148104303550079,0.2148104303550079,0,0.0
2,29,0.367725006812755,0.367725006812755,0,0.0
2,30,0.38799908681013207,0.38799908681013207,0,0.0
2,31,0.36144539501105405,0.36144539501105405,0,0.0
2,32,0.29540711217599647,0.29540711217599647,0,0.0
2,33,0.33551485302896156,0.33551485302896156,0,0.0
2,34,0.24167931005069027,0.24167931005069027,0,0.0
2,35,0.3594754285124225,0.3594754285124225,0,0.0
2,36,0.2652468416735395,0.2652468416735395,0,0.0
2,37,0.4039157054285305,0.4039157054285305,0,0.0
2,38,0.36242123238647905,0.36242123238647905,0,0.0
2,39,0.33053467023194094,0.33053467023194094,0,0.0
2,40,0.1983685833287843,0.1983685833287843,0,0.0
2,41,0.24086066300972755,0.24086066300972755,0,0.0
2,42,0.24106209441589954,0.24106209441589954,0,0.0
2,43,0.1311143080261039,0.1311143080261039,0,0.0
2,44,0.12833808450030001,0.12833808450030001,0,0.0
2,45,0.1229624611804825,0.1229624611804825,0,0.0
2,46,0.2654573067247851,0.2654573067247851,0,0.0
2,47,0.11669091563860653,0.11669091563860653,0,0.0
2,48,0.3232154008660796,0.3232154008660796,0,0.0
2,49,0.36951463411971147,0.36951463411971147,0,0.0
2,50,0.4009318971746959,0.4009318971746959,0,0.0
2,51,0.3733177835252763,0.3733177835252763,0,0.0
2,52,0.18439613538135963,0.18439613538135963,0,0.0
2,53,0.28299227490895185,0.28299227490895185,0,0.0
2,54,0.050977258835856964,0.05572362669408363,-8,0.004746367858226665
2,55,0.33378861199346543,0.33378861199346543,0,0.0
2,56,0.39717598968954,0.39717598968954,0,0.0
2,57,0.3098352853948884,0.3098352853948884,0,0.0
2,58,0.29727747828707296,0.29727747828707296,0,0.0
2,59,0.1839576650912136,0.1839576650912136,0,0.0
2,60,0.41734040526058513,0.41734040526058513,0,0.0
2,61,0.2212074559030669,0.2212074559030669,0,0.0
2,62,0.3485115924399266,0.3485115924399266,0,0.0
2,63,0.1774179589745295,0.1774179589745295,0,0.0
2,64,0.181454080952382,0.181454080952382,0,0.0
2,65,0.2402807296785567,0.2402807296785567,0,0.0
2,66,0.36406428497357396,0.36406428497357396,0,0.0
2,67,0.1508165314669047,0.1508165314669047,0,0.0
2,68,0.3839340519433911,0.3839340519433911,0,0.0
2,69,0.36945530522025427,0.36945530522025427,0,0.0
2,70,0.3735385591376638,0.3735385591376638,0,0.0
2,71,0.27026583336468596,0.27026583336468596,0,0.0
2,72,0.4001838154184443,0.4001838154184443,0,0.0
2,73,0.3139585086276507,0.3139585086276507,0,0.0
2,74,0.3671471631862763,0.3671471631862763,0,0.0
2,75,0.3872515349606363,0.3872515349606363,0,0.0
2,76,0.23843622489896585,0.23843622489896585,0,0.0
2,77,0.2558898946653983,0.2558898946653983,0,0.0
2,78,0.37539988471940366,0.37539988471940366,0,0.0
2,79,0.3930150855597248,0.3930150855597248,0,0.0
2,80,0.21441628144403255,0.21441628144403255,0,0.0
2,81,0.24868534356254685,0.24868534356254685,0,0.0
2,82,0.30723038181222767,0.30723038181222767,0,0.0
2,83,0.265336737827199,0.265336737827199,0,0.0
2,84,0.14648989990019412,0.14648989990019412,0,0.0
2,85,0.44443652385992655,0.44443652385992655,0,0.0
2,86,0.18034176462047738,0.18034176462047738,0,0.0
2,87,0.14133317363791786,0.14133317363791786,0,0.0
2,88,0.2630227075051414,0.2630227075051414,0,0.0
2,89,0.3571715410851504,0.3571715410851504,0,0.0
2,90,0.3408333168779107,0.3408333168779107,0,0.0
2,91,0.15871789793439967,0.15871789793439967,0,0.0
2,92,0.27651508512448897,0.27651508512448897,0,0.0
2,93,0.3405411686299397,0.3405411686299397,0,0.0
2,94,0.27656035890974207,0.27656035890974207,0,0.0
2,95,0.04612683822841437,0.07015896793288982,-4,0.024032129704475456
2,96,0.3744836715113345,0.3744836715113345,0,0.0
2,97,0.3056594299454527,0.3056594299454527,0,0.0
2,98,0.3399517231511861,0.3399517231511861,0,0.0
2,99,0.4324476620192116,0.4324476620192116,0,0.0
2,100,0.40475266520647196,0.40475266520647196,0,0.0
